105-单身公害 - 蔡依林,-2.078,danshengonghai
229-三国恋 - Tank (1),-0.153,sanguolian_2
324-少年中国 - 李宇春 (1),-3.190,shaonianzhongguo
967-香水百合 - 张韶涵 (1),-1.520,xiangshuibaihe
